scenario      C1             C2             C3             C4             t2             CA2      
   2           8068           9859            944           1367            680           9990
   2           8395           9960           1400           3051           1172           9995
   2           8702           9963            865           2171           1015           9995
   2           6691           9928            657           1524            611           9996
   2           9230           9992           2845           3775           1669           9993
   2           9055           9988           1769           3776           1535           9997
   2           9040           9973           1569           2900           1262           9998
   2           9197           9984           1844           6638           1420           9996
   2           8983           9938           1144           1476            982           9994
   2           8754           9956            693           1570            901           9997
   2           8216           9907           1055           1006            805           9994
   2           7751           9931            820           1672           1007           9994
   2           8725           9964           1378           1733           1041           9995
   2           8938           9966           1608           3400           1444           9996
   2           8541           9914           1217           1684            834           9994
   2           9216           9976           3947           6075           1341           9995
   2           9099           9983           3563           5449           1400           9997
   2           8995           9967           1511           2744           1310           9996
   2           8648           9958           1734           3526           1224           9997
   2           8137           9927           1311           2175           1157           9994
   2           8797           9985           1358           2784           1169           9997
   2           9228           9971           1763           3437           1481           9993
   2           8171           9936           1063           2341            967           9991
   2           9131           9966            990           1540           1365           9997
   2           8614           9947           1114           2302           1225           9995
   2           9468           9993           2401           3133           1627           9997
   2           9292           9990           2053           7263           1616           9996
   2           8678           9846            637           1466            854           9993
   2           8856           9935           1412           2042           1052           9995
   2           9289           9992           8902           5543           2211           9995
   2           8952           9982           1380           2878           1326           9997
   2           8940           9795           1293           1834            841           9995
   2           9226           9973           1760           8908           1349           9997
   2           9914           9989           1665           5845           2434           9997
   2           9287           9951           1499           3302           1281           9997
   2           8397           9973           1296           2366           1200           9995
   2           8760           9951            860           2104           1003           9996
   2           8708           9978           3623           3198           1499           9993
   2           8246           9956            766           2176           1130           9997
   2           6203           9624            681           1143            445           9984
   2           9941           9988           5120           8979           2175           9997
   2           8934           9950            965           1900           1169           9995
   2           9267           9980           1649           2058           1370           9995
   2           8899           9973           1339           2893           1333           9995
   2           9277           9978           4959           3920           1290           9994
   2           9157           9968           1827           2873           1211           9993
   2           9254           9963           1489           2698           1246           9996
   2           9280           9968           1486           4407           1238           9997
   2           8438           9869           1279           1459            905           9988
   2           8792           9995           2698           4020           1571           9997
   2           9126           9970           1457           2544           1293           9996
   2           8468           9902            598           1161            711           9996
   2           7556           9948           1014           2726            984           9993
   2           9158           9966           4134           2687           1296           9996
   2           9109           9981           1681           3354           1326           9997
   2           9611           9981           3848           2808           1419           9996
   2           8937           9982           1569           2223           1369           9996
   2           9255           9984           1330           4939           1567           9996
   2           7742           9902            950            995            533           9996
   2           8731           9968           1882           9150           1334           9996
   2           8827           9975           1421           3284           1404           9995
   2           9221           9977           1874           4351           1608           9993
   2           9698           9998           2104           4791           1413           9996
   2           8505           9914            685           2255            983           9994
   2           8349           9955           1226           2592           1058           9996
   2           8549           9944            688           1727           1061           9995
   2           9382           9988           3096           8629           1384           9997
   2           9510           9997           3492           9821           1736           9997
   2           8839           9978           1464           2567           1254           9994
   2           9099           9978           5382           3994           1496           9992
   2           9006           9967           1841           2934           1100           9996
   2           9184           9990           2243           6281           1470           9994
   2           6114           9928           1326           1088            688           9991
   2           9160           9992           1663           3059           1361           9996
   2           9316           9982           1793           2248           1510           9994
   2           8996           9965           1609           1782           1336           9994
   2           9561           9994           2242           3947           2628           9996
   2           9098           9964           2473           4077           1494           9997
   2           8979           9985           1877           2703           1421           9997
   2           9688           9995           4441           4593           2231           9997
   2           9413           9983           2301           4297           1753           9993
   2           7004           9872            863           1094            534           9991
   2           9106           9966           1549           3431           1500           9993
   2           9049           9966           1198           2136           1084           9996
   2           9108           9963           1519           2617           1288           9993
   2           9130           9991           2074           5895           1688           9995
   2           9346           9982           1948           3310           1420           9997
   2           9543           9990           2382           7665           2121           9998
   2           8509           9959            824           1622           1092           9997
   2           9143           9976           2883           2739           1330           9996
   2           7071           9865            558           2098            879           9993
   2           9402           9986           7453           7261           3009           9998
   2           9918           9974           2390           3857           1656           9994
   2           8092           9985           1238           1271           1311           9994
   2           8686           9977           1967           2636           1344           9995
   2           7544           9982           1433            934           1153           9996
   2           9684           9994           2034           3620           1497           9997
   2           9491           9965           2334           3796           1487           9998
   2           9148           9972           1709           3565           1365           9984
   2           8296           9961           1039           2810           1249           9992
   2           7244           9912           1383           2326            874           9995
   2           6772           9936            768           1655            989           9985
   2           9159           9970           1408           4014           1360           9995
   2           9270           9981           1870           4099           1578           9996
   2           9131           9968           2577           3063           1454           9997
   2           8543           9948           1081           4123           1318           9996
   2           9769           9983           1698           3274           1366           9997
   2           8420           9970           1709           1893           1342           9994
   2           8553           9948           1305           2688            997           9996
   2           8917           9952           1488           2709           1156           9996
   2           7646           9889            638           1354            900           9990
   2           9206           9955           2733           3482           1320           9996
   2           7845           9953            791           2431            777           9994
   2           8973           9975            993           1273           1101           9995
   2           9616           9988           2688           5497           1864           9997
   2           8062           9868            869           1557            786           9995
   2           8529           9968            920           1954           1328           9995
   2           9341           9991           4426           4637           2011           9997
   2           8946           9964           1262           2253           1184           9996
   2           8310           9945           1443           2445           1061           9992
   2           9151           9978           2050           4227           1440           9997
   2           7957           9860            541            868            792           9995
   2           9233           9986           1644           3336           2091           9992
   2           9075           9979           1536           4604           1411           9997
   2           9485           9997           2664           3092           1370           9997
   2           8147           9969           1002           2654            893           9996
   2           8834           9953           1160           2090           1028           9995
   2           8499           9946            667           1708            886           9995
   2           9445           9992           5010           4284           1586           9997
   2           8874           9962           1616           2817           1161           9998
   2           7394           9947           1366           2521           1015           9997
   2           7238           9850            845           1508            676           9992
   2           8893           9990           2377           3797           1381           9995
   2           9068           9951           1315           1123            947           9985
   2           8591           9926           1724           1718            971           9996
   2           9266           9977           1532           4223           1525           9996
   2           8326           9902           1076           1848            981           9990
   2           9098           9975           1634           4912           1432           9998
   2           9308           9979           1801           4441           1499           9996
   2           8935           9954           1011           9988           1313           9994
   2           8181           9961            981           2224           1233           9995
   2           8170           9954           1291           1622           1016           9995
   2           8658           9942           1719           2617           1188           9995
   2           8499           9947           1518           2598           1136           9991
   2           9523           9978           1500           3253           1168           9998
   2           9315           9985           1651           1336           1086           9998
   2           8772           9976           1916           1969           1221           9997
   2           9647           9964           2195           5837           1707           9995
   2           6092           9862            589           2590            836           9994
   2           8963           9961           1275           2383           1226           9993
   2           9066           9970           1409           2207           1286           9996
   2           8344           9982           2106           1803           1151           9997
   2           9226           9998           4235           3996           1438           9995
   2           7462           9932            367           1718            935           9990
   2           8801           9988           1607           3333           1358           9996
   2           8735           9966           1311           2611           1075           9995
   2           8034           9945            426           1297            990           9995
   2           7749           9965           1468           1165           1054           9995
   2           8548           9949           1318           1476            884           9996
   2           8947           9945           1837           2741           1303           9993
   2           9241           9990           1632           5550           1567           9997
   2           9243           9999           8201           5030           1953           9995
   2           9820           9976           1678           2264           1382           9997
   2           9387           9987           1868           3536           1522           9997
   2           8512           9971           1418           1612           1206           9995
   2           7715           9965           1300           1540            938           9995
   2           9659           9984           1931           8122           1539           9996
   2           7597           9940            704           2409           1214           9996
   2           8420           9889            372           1891            825           9994
   2           9058           9988           2045           4924           1520           9998
   2           8923           9979           1136           2520           1148           9994
   2           9175           9957           1549           3714           1695           9986
   2           7097           9567            120            274            364           9979
   2           9762           9983           1754           7085           1689           9998
   2           9460           9994           3010           3392           7043           9997
   2           9565           9997           2172           4856           1682           9994
   2           9086           9964           1588           3076           1332           9996
   2           9232           9994           2014           3278           1482           9997
   2           8799           9968           1603           1350           1086           9995
   2           8959           9982           2399           2296           1648           9989
   2           9057           9969           1318           2707           1136           9997
   2           8544           9914            834           1928           1033           9994
   2           9645           9976           1651           3563           1389           9996
   2           8206           9967           1403           1896            978           9994
   2           8825           9979           1199           2172           1432           9997
   2           8563           9982           1345           1756           1166           9993
   2           8639           9978           1555           1369            942           9997
   2           8917           9973           1207           2367           1279           9995
   2           7090           9844            874           1856            922           9995
   2           8057           9901            729           1536            779           9996
   2           9039           9964           2207           4394           1529           9997
   2           8435           9960           1616           2413           1250           9997
   2           9333           9974           2043           2759           1471           9996
   2           7669           9955           2645           1881           1017           9997
   2           9854           9991           7781           7591           1524           9998
   2           7325           9972            945           1575           1014           9995
   2           9113           9995           2294           3418           1301           9997
   2           9669           9995           2037           9291           2657           9998
   2           6439           9901           1347           2005            828           9996
   2           9293           9983           1821           3584           1424           9996
   2           8806           9967           1083           2305           1256           9994
   2           8116           9964           1217           1834            902           9996
   2           9316           9997           2705           6891           1523           9997
   2           9058           9950           1148           3174           1292           9996
   2           8911           9971           1670           3324           1401           9997
   2           8952           9971           1125           2873           1124           9996
   2           8992           9971           1315           2346           1284           9995
   2           8060           9973            897           1769           1161           9996
   2           9154           9982           1646           2776           1225           9997
   2           9095           9994           1792           4271           1613           9987
   2           9323           9994           2511           3031           2451           9989
   2           8869           9978           1894           1517           1237           9995
   2           9291           9982           3172           7625           2194           9997
   2           8786           9996           2800           4688           1691           9998
   2           8264           9972           1501            714           1080           9995
   2           8394           9982           1870           3475           1350           9997
   2           9250           9980           2715           4601           1512           9998
   2           8768           9982           1171           2473           1327           9995
   2           7911           9905            908           2091           1055           9995
   2           7167           9847           1081           2074            711           9995
   2           9390           9993           1432           5318           1552           9995
   2           8582           9934            959           1782            988           9994
   2           9364           9987           1756           7248           1579           9998
   2           8942           9978           1730           3218           1273           9998
   2           8905           9966           1214           4398           1380           9997
   2           7065           9945            672           2325            902           9996
   2           8422           9973            935           1888           1139           9995
   2           9042           9991           1117           2712           1312           9996
   2           9789           9987           2300           5212           1879           9997
   2           9566           9983           2199           4107           1348           9996
   2           9059           9961           1484           3024           1222           9994
   2           8061           9924           1094            567            800           9992
   2           7793           9953           1073           2312           1120           9992
   2           8956           9957           1213           8684           1256           9995
   2           9668           9989           1614           6892           1578           9998
   2           9018           9966           1174           3213           1441           9994
   2           7054           9944            672           1167            714           9994
   2           7508           9872           1020           1271            954           9992
   2           9194           9976           1661           1728           1128           9997
   2           8649           9969           1227           2552           1334           9995
   2           9451           9981           1455           3464           1400           9996
   2           6812           9943            822           2209           1006           9995
   2           9426           9983           2804           8050           1653           9997
   2           8953           9971           1342           3169           1383           9993
   2           8006           9969            826           2101           1059           9997
   2           9114           9981           3397           4387           1437           9994
   2           9235           9997           3838           4254           1548           9997
   2           9321           9981           1297           2769           1475           9995
   2           9658           9993           2017           4600           1374           9997
   2           8926           9978           1530           2617           2332           9990
   2           9170           9979           2259           3745           1488           9995
   2           8634           9966           1024           2433           1233           9996
   2           9115           9981           3037           3774           1324           9997
   2           9340           9995           2280           4328           1518           9997
   2           9125           9993           2156           3715           1353           9996
   2           9030           9979           2336           2915           1541           9997
   2           9146           9984           1953           3458           1470           9996
   2           9134           9952           1745           3137           1195           9998
   2           9978           9997           4005           3636           1494           9996
   2           8961           9943           5866           2232           1227           9996
   2           9261           9984           1623           2766           1363           9998
   2           9005           9982           1805           2277           1534           9995
   2           9397           9983           2298           4089           1594           9997
   2           9215           9962           1442           3807           1426           9996
   2           9110           9995           5082           3974           1592           9976
   2           9222           9978           1558           2327           1391           9988
   2           8536           9960           1216           2010           1193           9995
   2           8005           9977           1256           1736           1236           9997
   2           8055           9959           1614           2103           1188           9994
   2           9609           9990           2221           3509           1516           9997
   2           8356           9954            755           1529           1070           9992
   2           9334           9950           1080           2331           1178           9997
   2           9036           9982           1742           3249           1357           9997
   2           8880           9970           1202           3461           1273           9995
   2           9130           9971           1853           3593           1504           9998
   2           8840           9980           1669           2502           1170           9995
   2           8392           9961           5009           3022           1281           9995
   2           8347           9906           1672           2314           1023           9993
   2           8301           9973           1763           3299           1546           9994
   2           8734           9981           2128           4201           1369           9997
   2           8975           9916            815           2348           1205           9993
   2           5402           9966            875           1341            725           9995
   2           8476           9953           1744           2574           1052           9996
   2           8515           9907           1198           1715           1024           9992
   2           9048           9958            610           3113           1181           9997
   2           9187           9986           1059           4745           1430           9998
   2           9668           9963           1133           2399           1070           9996
   2           7339           9956            970           1510            988           9994
   2           7500           9944            951           1750            753           9995
   2           9170           9978           3286           2891           1361           9995
   2           9214           9993           1761           8315           1699           9995
   2           8666           9965           1222           1585           1311           9997
   2           8437           9962           1985           3670           1381           9997
   2           9613           9991           1991           3176           1686           9995
   2           9901          10000           8083           5565           1887           9995
   2           9019           9979           1594           2859           1540           9996
   2           9997           9995           1828           7137           1757           9994
   2           8980           9939            582           1374           1044           9992
   2           8585           9947           1292           2247           1060           9992
   2           9215           9993           2601           3442           1523           9996
   2           8114           9860           1066            794            787           9992
   2           7539           9787            426           2068            809           9993
   2           9182           9984           2181           4277           1506           9996
   2           9354           9997           2272           6309           1741           9997
   2           8984           9984           1626           7214           1261           9996
   2           9325           9981           1600           2607           1169           9995
   2           8516           9951           1461           1225            845           9996
   2           8579           9923           1193           3794           1054           9997
   2           6062           9570            634            782            369           9989
   2           9095           9966           1260           1791           1207           9993
   2           9205           9977           1133           2493           1389           9996
   2           8681           9954            946           1440            908           9996
   2           8228           9954            698           3098           1159           9925
   2           7538           9752            506           1122            456           9995
   2           6521           9902            565           2144            829           9983
   2           6916           9918            511            647            622           9995
   2           7413           9934           1381           1192            884           9997
   2           8764           9965           2313           3112           1351           9998
   2           9154           9989           2082           2785           1595           9997
   2           9236           9998           2959           4408           2346           9997
   2           9055           9988           2976           2715           1321           9998
   2           9391           9991           1561           3910           1554           9996
   2           8350           9964            683           2714            982           9996
   2           8683           9981           1378           2914           1316           9996
   2           9198           9982           1806           6861           1406           9998
   2           9258           9982           1691           3330           1272           9997
   2           7888           9909            735            969            915           9991
   2           8594           9886           1019           1502            859           9994
   2           9270           9979           2074           4253           1486           9995
   2           8796           9966           1327           2077           1136           9980
   2           9129           9983           1490           3275           1240           9998
   2           9155           9964            913           2620           1467           9995
   2           7548           9919            434           1674            761           9997
   2           6837           9932            692           1100            945           9991
   2           9156           9978           1840           2912           1473           9993
   2           7488           9979           1069           1653           1033           9982
   2           8959           9960           1399           1407            939           9998
   2           9337           9985           1927           8008           1632           9996
   2           9387           9986           4980           3375           1998           9998
   2           8872           9965            573           1178           1059           9994
   2           9144           9966           1093           3336           1460           9995
   2           9112           9981           1628           3965           1459           9997
   2           9235           9975           1816           3559           1424           9998
   2           8630           9919           1183           1458            816           9995
   2           7983           9947            505           1822            849           9997
   2           9261           9986           1006           3003           1532           9992
   2           8389           9966           1026           2648            957           9997
   2           8166           9927           1718           2127           1061           9994
   2           9229           9991           2002           5147           1648           9998
   2           8754           9958           1463           2758           1111           9995
   2           8962           9976           1617           3141           1219           9996
   2           9145           9994           2600           2647           1583           9997
   2           9258           9985           1718           7316           1399           9997
   2           9402           9999           3204           4478           1617           9998
   2           9198           9980           1732           4146           1611           9994
   2           8973           9906            912           1815            941           9996
   2           8703           9935           1566           2153           1067           9996
   2           9230           9984           3863           4049           1351           9997
   2           9633           9992           1956           8454           1592           9998
   2           8696           9974           1408           2684           1174           9997
   2           9534           9985           2114           7540           1496           9997
   2           9467           9982           2137           7645           1960           9993
   2           9336           9983           1818           4579           1802           9997
   2           9869           9983           2770           3142           2202           9996
   2           9774           9973           1468           3274           1369           9996
   2           8999           9958           1253           3071           1303           9997
   2           8481           9962           3293           1983           1099           9997
   2           9191           9974           1587           2737           1189           9996
   2           9699           9972           1653           3659           1279           9996
   2           8283           9976           1887           2545           1144           9998
   2           8392           9963           1164           2019           1069           9997
   2           8155           9954           1102           2174            998           9997
   2           7603           9909            950            934            621           9988
   2           8382           9908           1388           1750            828           9995
   2           8193           9985           1785           4303           1089           9994
   2           9105           9983           2228           4567           1384           9994
   2           9305           9970           1675           1872           1456           9996
   2           7264           9960           1072           2080           1051           9997
   2           8869           9967           1760           3016           1289           9997
   2           6939           9752            556            396            457           9990
   2           9224           9986           1923           3019           1369           9996
   2           9511           9972           1385           2563           1284           9997
   2           8608           9889           1489           2461           1117           9991
   2           9190           9999           2888           2406           1348           9998
   2           8464           9900           1256           1536            961           9996
   2           9071           9990           1428           3004           1423           9936
   2           9000           9980           2319           3764           1359           9994
   2           8857           9954           1243            614            972           9995
   2           7688           9975            941           2154           1177           9996
   2           9952           9987           2308           8797           1817           9996
   2           8836           9956           1073           2901           1184           9994
   2           8633           9907           1131           2660            993           9997
   2           9132           9973           8768           2530           1512           9997
   2           9574           9987           2739           7879           1554           9998
   2           8881           9966           1195            867           1062           9994
   2           8785           9955            565           1175            979           9993
   2           6944           9859            626           1712            578           9990
   2           9194           9990           1410           5094           1257           9996
   2           9832           9991           3170           3640           1849           9995
   2           7589           9946            541           2808            923           9996
   2           8537           9983            992           2934           1352           9996
   2           7518           9929            400           1537            989           9991
   2           8668           9945           1218           2509            945           9997
   2           8446           9992           2188           5740           1442           9996
   2           8930           9979           2291           3430           1655           9994
   2           9439           9968           1535           2373           1161           9997
   2           7597           9899            908           1272            977           9994
   2           7471           9955            907           2481            973           9996
   2           9195           9988           2274           2840           1575           9999
   2           8606           9960            609           1917           1117           9995
   2           9082           9984           1704           2367           1962           9994
   2           8999           9932           1098           2659           1323           9996
   2           8517           9963            513           1543           1024           9994
   2           8664           9962           2271           1427           1234           9996
   2           9161           9959           1291           2263           1213           9995
   2           8174           9980           2234           2838           1483           9996
   2           9257           9991           2326           3094           1321           9996
   2           9165           9978           2000           6414           1693           9996
   2           8529           9979           1418           2747           1234           9993
   2           6937           9825           1014           1129            824           9994
   2           9680           9975           2054           3997           1482           9994
   2           8120           9936            892           1448            977           9993
   2           8822           9954           1723           3658           1301           9990
   2           9228           9980           2711           4573           1443           9996
   2           8261           9956            837           3237           1091           9995
   2           8167           9920           1172           1113            717           9995
   2           9217           9982           1070           4243           1347           9995
   2           8488           9965           1463           1731           1069           9991
   2           8757           9950           1131           1234           1010           9996
   2           8597           9966           1146           1899           1176           9996
   2           8402           9957            984           1762            882           9998
   2           9567           9994           1782           6154           1669           9995
   2           8941           9976           1360           3205           1238           9995
   2           9784           9992           3219           3976           1966           9998
   2           8855           9973           1584           2973           1297           9991
   2           8629           9967           1113           3792           1154           9996
   2           8917           9957           1680           1851           1242           9990
   2           8851           9967           1140           2753           1198           9995
   2           8837           9961           1259           1019           1008           9993
   2           8504           9979           1239           3975           1411           9997
   2           8112           9965           1492           2758           1163           9994
   2           8711           9977           1365           2210           1243           9995
   2           9053           9964            989           2299           1350           9998
   2           9241           9976           1020           1871           1053           9996
   2           4280           9906           1041           2124            650           9996
   2           8925           9969           1437           2694           1035           9996
   2           8898           9949            741           1087            967           9992
   2           9068           9927           1727           1669           1200           9994
   2           8368           9941            717            875            931           9993
   2           8719           9944           1473           2539           1159           9996
   2           8756           9971           1935           2731           1256           9997
   2           7975           9953           1507           1981           1036           9996
   2           9159           9993           1642           3234           1436           9997
   2           8713           9969           1140           2965           1232           9994
   2           9145           9969           1364           6043           1074           9997
   2           7718           9963           1672           1576           1042           9998
   2           8961           9812           1230           3011            966           9993
   2           6264           9798            930           2191            781           9991
   2           8533           9970           1159           2280           1123           9993
   2           9109           9992           1619           3246           1536           9997
   2           9622           9981           1751           6362           1462           9996
   2           9255           9993           1969           7713           2019           9995
   2           9140           9998           1749           2703           1435           9996
   2           7339           9979           1234            697           1031           9992
   2           8701           9983           1543           3329           1320           9996
   2           8784           9946           1097           2363           1106           9997
   2           9202           9998           6339           4636           1611           9996
   2           9155           9967           1714           3153           1298           9996
   2           9017           9989           1740           2659           1404           9997
   2           9152           9962           1208           2247           1254           9995
   2           7641           9896           1123           1550            944           9991
   2           8817           9972           1146           1790           1155           9997
   2           8482           9939           1024           2697           1164           9945
   2           8707           9886            623            671            524           9986
