scenario      C1             C2             C3             C4             t2             CA2      
   1           4215           9817           3203            194            180           9990
   1           6129           9972           2261            285            266           9994
   1           6383           9950           2704            445           3176           9986
   1           5650           9926           2459            329            279           9995
   1           6411           9955           1967            288            281           9996
   1           7434           9979           2361            344            275           9997
   1           4695           9893           2724            302            174           9997
   1           5765           9927           2791            524            232           9996
   1           6230           9894           2238            419            265           9988
   1           4471           9727            820         57.616         41.302           9994
   1           6991           9990           3059            567            326           9996
   1           4474           9686            588         99.894            165           9991
   1           6482           9737           2702            299            243           9994
   1           9998           9996           3766           1204            374           9995
   1           6029           9900           2489            159            198           9995
   1           6232           9961           4501            342            269           9997
   1           6015           9964           3053           1383            237           9995
   1           7111           9997           4196            513            362           9989
   1           6454           9954           2799            427            697           9992
   1           4725           9863           2147            161            109           9993
   1           4662           9919           1457         43.469            189           9994
   1           6937          10000           3004            438            324           9997
   1           5746           9928           2434            239            192           9996
   1           4720           9886           1936         76.096         94.275           9993
   1           2811           9823           1954            138            152           9995
   1           5026           9910           2775            239            243           9988
   1           6799           9980           3071           2252            280           9996
   1           6456           9992           3762           1676            382           9997
   1           7574           9965           2826           1254            877           9978
   1           4666           9720           2273            164            149           9989
   1           3776           9787           1803            170            130           9995
   1           7091           9952           2784            284            191           9996
   1           7017           9992           6264            380            311           9997
   1           5748           9916           4604            317            187           9995
   1           5763           9929           2025            257            186           9990
   1           6449           9946           3073            376           1045           9961
   1           7050           9922           2682            195            267           9997
   1           6845           9964           3015            556            307           9993
   1           6503           9889           2040            203            202           9996
   1           6329           9939           2287            173            258           9995
   1           5205           9900           2145            303            124           9996
   1           6936           9994           4246            437            309           9995
   1           4073           9921           2624            251            145           9991
   1           5133           9861           2336            181         99.769           9996
   1           6308           9980           3225            387            329           9997
   1           5589           9948           3199           1309            191           9997
   1           5927           9890           2214            194            270           9993
   1           5517           9719           1165            174            162           9994
   1           5181           9903           2001            274            137           9997
   1           2137           9810           1004         74.564         53.630           9988
   1           4845           9788           2106            146            152           9992
   1           8161           9987           5873           2016            677           9995
   1           6883           9947           3324           1492            297           9996
   1           7178           9979           3162            329            341           9995
   1           6654           9978           3916           4083            333           9997
   1           6128           9918           2152            371            299           9994
   1           7680           9939           6581            414           2093           9994
   1           6433           9952           2380            269            243           9994
   1           6902           9997           3405            541            268           9994
   1           6194           9947           3172            370            251           9996
   1           4473           9915           1390            203            199           9994
   1           3858           9908           2104            145            149           9994
   1           6084           9972           2339            341            273           9996
   1           6241           9936           2819            310            258           9995
   1           5504           9940           2054            191            178           9996
   1           5808           9886           2580            191            239           9993
   1           6144           9941           2226            318            566           9995
   1           6481           9946           3010            292            294           9995
   1           5598           9918           5835            268            219           9995
   1           4774           9885           2512         70.677            232           9993
   1           5932           9986           2223            444            283           9996
   1           8493           9979           3599            407            362           9995
   1           5237           9856            956            127            181           9992
   1           5576           9915           1711            201            236           9997
   1           5394           9778           1896            103            134           9995
   1           6278           9897           2569            583            256           9995
   1           8047           9902           2871            220            231           9996
   1           7376           9992           2921           1274            316           9995
   1           5263           9878           1712            110            146           9992
   1           3523           9889           2569            176            103           9993
   1           4857           9925           2761            116            257           9994
   1           5838           9646           2355            312            182           9988
   1           8359           9916           2561            239            264           9995
   1           3681           9900           1952            104            164           9997
   1           6568           9956           2890            290            256           9997
   1           6178           9929           3106            588            234           9993
   1           6797           9938           2437            274            259           9996
   1           8950           9996           3475            401            383           9996
   1           5912           9941           3057            257            187           9995
   1           6336           9938           2277            229            200           9996
   1           4764           9846           1564            107            154           9994
   1           9219           9987           7772           1600            445           9995
   1           3848           9880           2274            211            120           9992
   1           4604           9956           2530            368            209           9996
   1           5723           9892           2308            113            184           9995
   1           5770           9877           2375            225            214           9989
   1           5148           9854           2140            236            166           9995
   1           3705           9813           1215            146            167           9992
   1           6160           9937           3965            269            238           9997
   1           6497           9958           8734            246            290           9995
   1           5966           9943           3038            325            309           9996
   1           4654           9878           1968            147            220           9993
   1           4511           9914           1435            127            201           9995
   1           5989           9947           2913            219            289           9995
   1           5999           9944           2024            269            243           9993
   1           6086           9880           2321            283            104           9996
   1           6799           9939           2508            762            308           9995
   1           5192           9853           1937            144            157           9995
   1           7009           9943           2557            247            254           9996
   1           6473           9963           3141            319            315           9993
   1           7166           9960           2954            343            260           9997
   1           4975           9640           1124            147         99.889           9991
   1           6699           9963           2421           1527            259           9995
   1           6203           9938           2131            312            341           9996
   1           5763           9890           2631            157            268           9987
   1           5469           9879           1775            285            186           9993
   1           6063           9927           2852            405            158           9996
   1           6634           9971           3414            675            391           9996
   1           6369           9954           2085            363            285           9992
   1           4009           9545           1570            129            100           9996
   1           6571           9919           1792           2417            294           9992
   1           2396           9747           1741            179         96.594           9986
   1           6704           9937           2433            360            215           9996
   1           5820           9925           8014            267            222           9996
   1           4396           9757            616         37.787         66.768           9992
   1           4108           9823           2487            271            137           9993
   1           5919           9843           2080            264            161           9991
   1           6822           9975           3192            351            319           9993
   1           6954           9965           4329            463           3850           9997
   1           7156           9979           3277            383            330           9992
   1           4831           9893           1788            273            215           9994
   1           5232           9902           2470            224            161           9996
   1           5097           9780           1981            326            194           9995
   1           3989           9859           1523         87.774            174           9995
   1           5903           9963           2946            208            319           9997
   1           7288           9913           3750            424            337           9997
   1           8439           9957           3304            374            395           9997
   1           7824           9940           4017           1114            352           9961
   1           6235           9882           2358            176            204           9995
   1           5720           9913           2839            174            184           9996
   1           3242           9826           1706         77.617            175           9996
   1           4354           9895           2320            108            161           9995
   1           6325           9974           3108            786            330           9993
   1           7588           9919           2801            356            277           9995
   1           7140           9984           2449            432            293           9997
   1           5939           9893           2017            256            272           9994
   1           7013           9993           6304            453            533           9995
   1           7701           9965           4297            439            280           9996
   1           5412           9834           3464            141            183           9990
   1           5126           9790           2128            124            154           9992
   1           4619           9850           1917            195            211           9992
   1           4000           9856           2221         57.167         99.273           9996
   1           6320           9951           2878            241            234           9996
   1           5345           9766           1825            180            212           9996
   1           6157           9944           2650            736            277           9996
   1           6051           9973           2677            232            269           9996
   1           4215           9908           1624         58.730         46.962           9995
   1           3239           9919           1808            131            167           9993
   1           6740           9956           3114            182            269           9936
   1           6493           9943           2306            245            265           9995
   1           6267           9966           4116            466            744           9992
   1           9410           9998           3199            506            352           9997
   1           3454           9909           1399         85.075            161           9991
   1           6002           9997           2913            206            280           9993
   1           6929           9974           4057            619            266           9995
   1           8184           9979           3505            569            371           9995
   1           6551           9991           6427            604            326           9996
   1           6758           9974           2494            595            388           9994
   1           6105           9884           2983            200            274           9996
   1           3192           9097            929            154            129           9979
   1           5900           9940           3662            184            142           9996
   1           7596           9942           2932            434            294           9996
   1           5819           9925           2797            225            267           9995
   1           5314           9916           1420            152            166           9995
   1           9837           9959           3361           1430            312           9996
   1           5836           9897           2271            148            130           9993
   1           6114           9887           2531            267            193           9993
   1           5225           9894           1638            208            205           9995
   1           5559           9875           1396            136            142           9993
   1           3575           9649            653            121            102           9993
   1           6219           9916           2973            243            185           9997
   1           5814           9899           1978            199            141           9993
   1           4725           9808           1388            227            152           9994
   1           5438           9912           2792            188            251           9996
   1           5919           9850           2702            105            151           9995
   1           5434           9927           3159            194            254           9994
   1           6702           9958           2857            271            266           9996
   1           6874           9980           3805            669            341           9994
   1           5874           9969           2118            237            212           9996
   1           7019           9965           3355            364            331           9996
   1           5378           9724           1599            129         81.224           9992
   1           6856           9954           2332           1129            795           9995
   1           3461           9736           1055            102            142           9992
   1           5457           9879           1646            218            133           9996
   1           5636           9924           2861            307           1588           9995
   1           5249           9635           2221            101            152           9994
   1           5954           9952           2618            243            246           9995
   1           4879           9728           2317            159            171           9994
   1           4486           9705           1071            131            125           9995
   1           7213           9939           2743            313            265           9996
   1           6981           9961           5036            598            289           9997
   1           5125           9891           1825            195            102           9993
   1           6131           9953           2816            410            351           9993
   1           1912           9100            190         41.219         25.315           9977
   1           6358           9860           2350            324            219           9996
   1           8316           9983           7163            812            369           9994
   1           6088           9965           2619            319            264           9997
   1           6411           9954           2781            284            264           9995
   1           5010           9956           2633            381            260           9997
   1           6193           9894           2291            222            236           9996
   1           4033           9628            919            110            107           9989
   1           3655           9890           1910            225            110           9996
   1           7943           9973           3217            331            304           9997
   1           7117           9935           3391           1921            303           9993
   1           6017           9874           2070            300            278           9993
   1           8134           9974           3884            485           1888           9996
   1           8142           9912           2673            146            201           9994
   1           6371           9930           2056            276            330           9994
   1           1440           9431            652         70.683         60.042           9985
   1           4084           9888           1357            185            144           9992
   1           5343           9923           3228            354            253           9995
   1           7046           9942           3906           1080            244           9996
   1           6578           9946           4266            462            240           9996
   1           6886           9973           9137            429            407           9995
   1           5811           9984           2317            279            297           9993
   1           5803           9790           1297         98.901            116           9991
   1           5747           9918           3147            411            254           9997
   1           6708           9989           2349            399            376           9989
   1           6736           9940           3549            348            221           9995
   1           5987           9867           2619            189            145           9992
   1           5680           9958           2045            193            199           9994
   1           6922           9933           1653            589            239           9995
   1           7248           9966           5976            220            289           9995
   1           6735           9975           3748           1805            323           9995
   1           7028           9962           3142            451            289           9996
   1           6296           9946           3101            417            280           9994
   1           6830           9950           5968            466            261           9995
   1           7374           9965           3753           1654           1043           9997
   1           2510           9740           1616         45.356            123           9992
   1           6077           9956           3203            371            305           9994
   1           1522           9663           1680         66.863         92.074           9994
   1           7354           9989           3827            452            386           9997
   1           5510           9836           2175            225            286           9993
   1           6216           9921           2064            142            152           9998
   1           6967           9944           3598            455            321           9993
   1           5602           9918           3009            424            184           9997
   1           6362           9957           4592            781            294           9997
   1           6154           9918           2382            224            223           9997
   1           7033           9963           3046            460            243           9993
   1           6352           9953           3148            370            865           9994
   1           6115           9928           2304            406            271           9996
   1           6071           9873           2350            245            507           9996
   1           6447           9959           2523            362            205           9996
   1           4564           9882           1605            120            167           9988
   1           6077           9934           2984            223            158           9992
   1           5748           9926           2327            353            320           9995
   1           9194           9940           3389            686            207           9997
   1           6482           9966           6006           1052            324           9993
   1           8252           9960           3689            486            545           9997
   1           5561           9779           2333            196            210           9990
   1           4537           9889           1199            269            175           9988
   1           5311           9963           2918            354            295           9945
   1           6443           9933           2761            361            217           9996
   1           6993           9985           8246           1018            322           9997
   1           6125           9843           1911            669            222           9991
   1           7004           9973           3221            293            295           9997
   1           6572           9964           2892            312            217           9996
   1           4567           9859           2866            319            121           9933
   1           3244           9827           1762            150         58.346           9991
   1           7027           9993           2906            495            260           9996
   1           5830           9933           2464            249            289           9991
   1           1870           9789           1716         78.293            129           9993
   1           6138           9908           2752            482            302           9992
   1           4276           9950           2327         96.948            173           9996
   1           3929           9932           1881            212            135           9994
   1           2456           9797           1160            126            140           9994
   1           4370           9941           2191            997            219           9994
   1           6041           9792           2193            131            169           9989
   1           6148           9971           5574           7413            297           9995
   1           6572           9999           2942            388            334           9995
   1           5689           9756           1959            274            180           9994
   1           8168           9943           3566            471            280           9997
   1           8222           9996           4380            409            301           9995
   1           8925           9971           4571            789            376           9996
   1           6377           9937           3433            213            273           9997
   1           2386           9740           1775            163            173           9993
   1           4651           9939           2462            343            256           9996
   1           4940           9863           1108            200            122           9994
   1           6643           9949           3776           2554            315           9997
   1           6810           9944           2662            502            273           9998
   1           4282           9912           2185            179            197           9993
   1           5179           9934           1473            357            243           9994
   1           3394           9742           1020            169            183           9990
   1           5149           9840           2973            149            204           9996
   1           9771           9983           3793            382            542           9995
   1           6797           9986           3921            404            304           9993
   1           5694           9971           2468            231            279           9996
   1           7015           9939           3318           2088            319           9994
   1           3258           9881           1203            108            175           9992
   1           5905           9879           2096            342            188           9995
   1           4946           9751           1310            264            158           9993
   1           5520           9840           2378            212            186           9993
   1           4914           9846           2329            179            210           9997
   1           6200           9926           3234            299            234           9995
   1           5395           9946           2495            310            209           9997
   1           5536           9800           2218            185         72.145           9988
   1           5937           9905           2215            134         98.639           9994
   1           5281           9899           2464            242            206           9994
   1           6804           9964           2867            512            363           9992
   1           6439           9926           2167            167            200           9997
   1           4478           9931           2804            177            133           9994
   1           6602           9963           6189            368            281           9995
   1           5469           9912           2683            265            129           9996
   1           6945           9883           2489            218            233           9994
   1           5995           9925           2289            259            171           9996
   1           5604           9927           2594            239            264           9995
   1           3225           9569            983         89.928            118           9991
   1           7720           9964           3433            466            274           9995
   1           7002           9949           2876           2385            238           9996
   1           8262           9986           4919            433            372           9996
   1           5389           9928           2611            210            295           9994
   1           5248           9942           1101         86.121            220           9994
   1           5854           9925           2604            330            253           9995
   1           7303           9984           3850            378            300           9995
   1           3808           9816            873         72.359            159           9992
   1           7417           9965           6439            505           1713           9996
   1           5567           9838           2097            227            222           9993
   1           5661           9922           2732            285            188           9993
   1           5451           9823           1803            178            258           9991
   1           6478           9922           3263            407            270           9995
   1           4850           9852           1050            120            115           9996
   1           4629           9859           1705            205            143           9977
   1           6160           9941           2447            426            203           9995
   1           5625           9871           1488            305            215           9995
   1           8341           9915           3064            309            230           9996
   1           4508           9590           1223            119         50.977           9992
   1           6309           9964           5147            390            278           9995
   1           6266           9909           2236            357            270           9992
   1           5815           9917           1968            549            178           9995
   1           6949           9969           3170            420            243           9997
   1           6014           9950           2407            406            239           9995
   1           7191           9951           3351            443            319           9996
   1           3829           9878           2619            156            193           9995
   1           6647           9995           3618            543            396           9997
   1           7152           9998           8242            356            281           9997
   1           6903           9953           4023            271            310           9995
   1           6005           9867           2950            333            185           9995
   1           6000           9949           2367            231            220           9996
   1           7740           9996           3877            491            345           9998
   1           6710           9952           3605            342            288           9996
   1           6016           9937           6728            319            236           9995
   1           6304           9963           2862            350            268           9997
   1           6207           9959           2752            353            241           9974
   1           5643           9931           2768            929            191           9997
   1           6636           9985           3674           6097            240           9997
   1           4482           9860           1694            164         96.381           9997
   1           5819           9969           3069            298            289           9996
   1           6462           9985           3978            340            293           9993
   1           1220           9640           1693            159            100           9994
   1           6842           9975           3083            319            329           9997
   1           5767           9711           2093            230            257           9990
   1           6334           9953           2096            438            297           9995
   1           4005           9848           1546            153            183           9994
   1           5773           9889           2242         81.352         80.216           9995
   1           6888           9944           2949            337            328           9995
   1           6654           9986           2471            385            246           9998
   1           5918           9915           6506            318            243           9996
   1           5502           9909           2697            203            238           9995
   1           7085           9907           2765            232            258           9995
   1           7266           9967           4265            556            398           9998
   1           5724           9904           5049            732            269           9994
   1           6242           9948           3492            396            259           9995
   1           5631           9847           1927            183            203           9996
   1           5371           9904           2809            319            159           9997
   1           4835           9931           2665            130            102           9995
   1           9857           9960           3286            355            297           9995
   1           3015           9852           2299            115            150           9992
   1           6347           9925           2509            666            270           9993
   1           6685           9939           2868            495            306           9989
   1           6266           9952           3298            440            323           9997
   1           6167           9985           2844            324            259           9996
   1           4870           9905           2079            157            211           9995
   1           5809           9956           3181            337            252           9998
   1           6334           9977           6699            328            615           9997
   1           5789           9937           6173            288            265           9995
   1           5929           9951           3046            306            273           9998
   1           6359           9900           2893            336            221           9996
   1           5749           9926           2529            292            248           9995
   1           6847           9955           3807            547            328           9994
   1           5735           9913           2259            267            213           9995
   1           2730           9768           2265            173         89.042           9992
   1           3233           9929           2069            196            207           9991
   1           5845           9868           2819            295            186           9996
   1           6961           9966           2824            362            223           9991
   1           6282           9921           2433            155            300           9994
   1           5912           9905           1226         48.535            220           9992
   1           5143           9847           8657            235            192           9995
   1           6238           9947           2818            271            325           9996
   1           3327           9818           1862         70.131         56.198           9991
   1           8267           9965           3845            538            292           9996
   1           6415           9936           3740            251            257           9997
   1           1285           9086            928         76.051         75.801           9990
   1           6402           9953           3300           1517            275           9995
   1           5604           9870           3348            269            193           9997
   1           9698           9970           4677            454            442           9996
   1           5928           9909           2412            258            171           9996
   1           6512           9926           2632            341            257           9996
   1           5668           9932           2530            191            207           9997
   1           6242           9887           2429            129            215           9995
   1           6423           9953           7777            431            261           9997
   1           7532           9969           3872           3204            389           9998
   1           4855           9848           2099            182            203           9993
   1           7675           9972           4467            444           1726           9995
   1           6234           9968           4955            415            253           9997
   1           5700           9930           2239            218            167           9995
   1           4830           9803           2209            144            229           9995
   1           6807           9969           3782            561            277           9995
   1           9151           9982           4173           1717            379           9997
   1           4143           9557           1429         62.866            102           9994
   1           8809           9966           5750            365            331           9996
   1           5642           9861           1955            159            271           9995
   1           4138           9853           2519            151            192           9994
   1           5646           9927           1859            272            274           9992
   1           8283           9995           4213            566            828           9997
   1           7337           9948           2748            372            228           9997
   1           5670           9912           1392            154            113           9992
   1           4548           9919           2834            269            265           9993
   1           6484           9910           2806            129            198           9997
   1           6257           9902           1802            226            200           9997
   1           8225           9980           4506            850            511           9997
   1           5260           9874           1437            248            215           9995
   1           2877           9213            929            115         99.889           9992
   1           5613           9957           2779            498            492           9997
   1           5318           9859           2873            194            228           9993
   1           6284           9952           2359            143            171           9991
   1           6484           9966           2515            530            255           9998
   1           6314           9980           4708            422            310           9992
   1           5687           9906           1883            248            157           9996
   1           6488           9939           2902            297            208           9996
   1           6587           9957           3316            406            348           9992
   1           5785           9942           1721            148            177           9989
   1           5761           9951           2950            367            258           9995
   1           6740           9977           3763            973            351           9997
   1           6018           9927           2361            323            180           9996
   1           5659           9962           3528            257            190           9997
   1           5634           9962           3837            541            324           9998
   1           4624           9763           1213         72.800            166           9989
   1           5939           9911           2722            218            201           9995
   1           5689           9979           2748            390            298           9991
   1           2785           9861           1528            139         99.385           9995
   1           1165           9285            641         53.099         17.217           9985
   1           6209           9950           2516            314            218           9996
   1           5069           9929           2984           1187            239           9995
   1           6288          10000           2393            483            305           9997
   1           9558           9951           3421            345            302           9996
   1           6563           9952           5436            556            371           9996
   1           6351           9951           7464            795            272           9992
   1           4919           9850           2316            261            204           9996
   1           3619           9894            976         75.708            109           9993
   1           6294           9944           2774            220            189           9996
   1           6186           9996           2999            479            349           9996
   1           4014           9798           1407         77.684            150           9990
   1           2975           9868           1075            130            120           9993
   1           6399           9993           2701            300            267           9994
   1           6192           9947           2883            296            143           9997
   1           4256           9952           3703            197            302           9994
   1           5050           9831           4699            165            171           9995
   1           6713           9972           2723            492            342           9997
   1           5974           9941           2772            385            286           9994
   1           6230           9938           3100            557            202           9998
   1           5584           9932           2245            263            165           9996
   1           6026           9760           1363            342            238           9995
   1           4174           9669            642            127            156           9992
   1           8298           9951           3909            389            371           9986
