scenario      C1             C2             C3             C4             t1             CA1            t2             CA2      
   3           3442           9885           4553           4435            863           4226           1593            782
   3           3041           8102           4680           3536            545           7359           1128           1113
   3           1717           5448           2270           3015            312           8414            665            884
   3           3869           9025           4513           3823            787           4702           1397           1988
   3            443           8812           2742           1647            505           6036            804           1196
   3           4967           9265           5660           5907            992           5910           1463           1411
   3           2792           9074           3844           6081            678           8825           2029            211
   3           2461           8223           4303           4742            662           4525           1066            633
   3           2162           9700           3381           5123            832           5673           1294           1154
   3           3082           9402           5094           4840            711           5241           1777           1742
   3           2942           8726           4301           6736            853           4583           3134           1237
   3           2756           8424           4740           3869            714           8625           1664            426
   3           1404           7632           3239           1808            588           4602            883            944
   3           4529           8947           4264           5086            756           9623           1392           1444
   3           3405           7636           4987           3985            697           9305           1198           1322
   3           2148           7806           3689           2352            542           6716           1035           1855
   3           4273           9268           5647           8490            873           9278           1868            943
   3           2040           8056           3864           1804            429           7586            763           2076
   3           2681           8525           3906           1308            593           2815            969           1899
   3           3384           9222           4542           4033            749           9384           1491           1436
   3           2283           7980           5691           2960            617           2190           1228            965
   3           2892           9316           8078           6185            803           8860           1830           2454
   3           3583           9625           7509           8614            760           7074           1383           2077
   3           3262           8322           3960           2221            640           7323           1350           1122
   3           1261           8214           1956           2153            387           3340            602           1589
   3           1771           8098           3801           2579            586           4755            915           1629
   3           2565           8808           2740           2146            601           6076            854            877
   3            803           8150           3156           1190            470           3682            899            592
   3           1609           8404           4595           2209            666           4334            982           1341
   3           4108           8980           4229           4011            699            432           1285           1746
   3           2407           9257           5611           3801            591           5615           1428           1514
   3           3133           9682           6249           7784            846           6465           1884           2262
   3           4253           9790           3167           5669            842           5249           1549            924
   3           3514           9882           5814           6798           1466           8458           1984           1833
   3           1659           9203           2808           1966            582           2807            867            780
   3           5350           9531           4480           5518            814           6468           1480           1292
   3           3582           9916           6531           6166            816           8210           1914            411
   3           2588           9073           5011           9630            781           6591           1304            488
   3           1317           7395           2164           3865            514           9432            901            829
   3           1872           5104           1542           1777            347           2638            443            693
   3           4705           9578           5525           4837            929           3943           1406            996
   3           2821           8572           4997           4410            766           6265           1392           2318
   3           5696           9973           4764           9931           1391           6017           2236           2052
   3           3157           8351           4197           6458            735           4547           1309           1794
   3           4130           9707           4684           6329            902           4637           1407           1039
   3           3174           8490           2998           2696            561           4936           1201            722
   3           2326           9348           4145           3754            694           6628           1139           1090
   3           1418           6197           4848           3345            490           4944            834           1132
   3           3869           9345           5083           4551            848           2952           1390            937
   3           5362           8964           3771           4411            678           7039           1321           1239
   3           3348           9263           4344           8879           1000           9776           1680            880
   3           3109           9763           4903           4507            816           1646           1225            988
   3           3997           9317           5039           4122            819           7300           1556           1909
   3           2245           9532           4275           3647            618           6236           1324            896
   3           3212           9032           4616           4533            714           2166           1196           1864
   3            907           7770           4978           4723            530           8638           1219           2055
   3           3191           9586           3053           3147            648           2935           1320           1121
   3           3301           9112           6876           6980            962           3266           1343           1786
   3           1404           7804           2787           3341            497           2286            692           1218
   3           1969           9478           5030           1303            586           3625           1089           1030
   3           1109           8405           3033           2614            501           7317            770            971
   3           1380           6777           1893           2313            465           2608            861            331
   3           1272           8829           2446           1862            540           4422            956            857
   3           9326           9755           4738           4736            665           7835           1525           1258
   3           1249           7762           3810           3323            603           2456            674            109
   3           4421           8937           3824           4934            777           1604           1257           1199
   3           3389           7784           4159           3606            666           4340            748            475
   3           2917           8588           2918           3090            495           5010           1091           1446
   3           2045           7516           3449           1983            456           9633            811            994
   3           2735           8353           3732           3626            570           8099           1297            554
   3           2481           9497           5045           5940            788           6548           1489           1142
   3           3270           9503           9924           8155            929           4360           1837           1591
   3           1943           9292           3615           3168            533           7263            921           1691
   3           3294           8040           4846           4375            746           6117           1433           1192
   3           2878           8806           3735           3168            703           3934           1129           1784
   3           7131           9228           4857           6323            616           9750           1319           2372
   3           2300           8043           3733           3938            484           7065           1282           1423
   3           1516           8792           5258           3829            597           5365           1347           1372
   3           5461           9432           4459           7303            960           3528           1532           1271
   3           1579           7551           2995           3319            626           3981            913           1335
   3            950           6996           2581           3035            445           2983            595           1500
   3           5782           8997           8233           7251            741           4738           1427           1656
   3           9484           9489           5275           7453            711           8506           1515           1629
   3           2595           8200           3688           2660            665           8084           1122            871
   3           2705           8287           3250           3430            649           4618           1045           1178
   3           2532           8707           2999           4768            792           5143           1219           1509
   3           2698           9490           6589           4924            699           7112           1789           2428
   3           1935           8810           4619           4078            591           8205           1010           1348
   3            555           8319           1899           2098            511           3418            689           1347
   3           3985           9446           4720           4088            829           5295           1393           1336
   3           1459           8244           3635           2231            619           5371            957           1052
   3           3296           8712           2875           2240            749           5945           1254           1966
   3           2691           7889           3852           3332            584           4283           1054           2174
   3           1011           8982           4276           2323            619           3554           1098            787
   3           2293           8683           4724           4105            598           5309           1183           1527
   3           3137           7804           2701           2122            772           5667           1129           1064
   3           4110           8872           5910           7328            776           5997           1987           1362
   3           3391           9479           5362           3993            801           6118           1405           1488
   3           2655           9165           5010           9359            927           5923           1450           2017
   3           1570           9074           2876           3272            661           5670           1033           1614
   3           1937           4958           2825           1037            417           3333            488            913
   3           2403           9337           4152           4106            717           3849           1491           1375
   3           3769           8588           7890           2715            618           7732           1309           1526
   3           1750           6374           1948           3183            377           8819            807            571
   3           4429           7655           4964           6442            672           4447           1580            615
   3           2605           8699           4513           4731            764           7610           1365           1636
   3           1939           6010           3815           3814            270           5232           1244           1033
   3           1632           8209           3158           1940            558           4682            887           1268
   3           3422           9250           4332           3510            566           4443           1058           1095
   3           1522           8620           2847           3185            511           4593            706           2283
   3           1128           8745           2599           3475            573           2902           1468            461
   3           2505           8309           4217           3886            528           6529           1225           2204
   3            578           8077            672           2099            272           5696            368           1288
   3           1728           8406           4224           3143            627           8271           1152           1619
   3           3907           9920           4630           4681            827           5580           2531            405
   3           2559           9410           3158           4636            708           2525           1396            880
   3           7414           8475           3917           4929            755           5471           1364           1331
   3            863           8742           3870           1262            530           4309            859            791
   3           1866           8700           3024           2583            620           4441            792           2187
   3           1573           8456           4748           5343            439           9450           1143           1002
   3           3536           9342           6763           7970            927           5332           1826           1402
   3           2003           8759           3221           3247            637           6966           1054           2012
   3           2076           8774           3742           3575           2185           5537           2474            696
   3           2853           9202           8898           3956            886           4549           1975           1445
   3           1248           6683           4578           4361            607           6082           1101           1328
   3            805           6047           1871           2902            479           4252            805         19.619
   3           2555           7863           2628           3597            753           3764           1220            991
   3           4087           9968           7610           4787            777           6752           1860           2363
   3           2549           8553           3813           4080            614           9070           1408            985
   3           2300           8448           5258           8335            785           7725           1591            599
   3           2208           6676           3950           2515            585           2974           1107            395
   3           2376           8751           7030           2738            622           5191           1036           1347
   3           2743           9337           5661           5359            678           9906           1624            551
   3            823           7429           1897           1818            294           7598            685           1129
   3           2984           8771           4348           4844            641           5596           1380           1447
   3           4152           9828           2628           5898            796           5259           1377           1194
   3           3030           9927           5571           5109            517           7519           1245           1502
   3           1945           8015           4132           2370            618           5487            885           1255
   3           4290           9572           5233           4603           1052           1822           1574           1074
   3           2776           8463           4433           5004            773           5054           1378           1181
   3           2785           9430           3413           4934            581           7329           1056           1259
   3           2487           9453           4581           5499            710           8772           1500           1870
   3           2710           8094           4951           5033            650           7873           1322            870
   3           1460           8939           2693           3488            538           5954           1178            961
   3           2220           8465           4372           3457            731           5808           1422            707
   3            613           8406           3550           3518            474           2818            811           1423
   3           3943           9454           4680           3649            733           7192           1336           1171
   3           1580           8280           2701           2095            434           6469            689           1444
   3           1772           8695           4825           3194            620           2976            954           1130
   3           3078           9454           4051           3407            689           4550           2229         52.327
   3           1880           7179           3415           4241            517           5448            916           1153
   3           1406           9634           2457           3674            509           7896           1088           1117
   3           1905           8210           3498           4538            723           3344           1410            848
   3           5383           8893           3089           3420            690           7275           1258           1043
   3           3638           8888           4944           5209            874           5718           5554            253
   3           2859           8997           3497           4960            715           5537           1462            313
   3           1981           8484           5845           4137            641           2588           1263           1661
   3           1739           5921           2413           1620            380           4260            812            568
   3           3049           7648           1884           4983            590           3438           1334            912
   3           3946           9782           5092           9157            715           6677           1739           1997
   3            835           7144           1321           1100            246           3970            436           1392
   3           4333           8052           2073           4205            647           3579           1179           1133
   3           3194           8888           4449           6231            694           6922           1456           1032
   3           2661           8612           4562           3629            736           5643           1234           1170
   3           1425           6031           2200           3004            546           6129           1116            928
   3           2425           7998           5572           1263            553           9645           1289            855
   3            946           8605           1721           1273            459           9741           1148            509
   3           1911           9226           5442           2474            694           4061           1143           1328
   3           1418           8685           3775           1593            609           1847            613           1483
   3           2679           8268           9429           4186            649           3560           1230           1029
   3           2824           9026           5089           2412            585           3369           1246           1272
   3           1166           8004           2797           2398            581           2409            800           1012
   3           2793           7282           4934           3607            712           7129           1528            360
   3           4390           9571           9203           6341            903           8659           1763           1810
   3           2297           8669           2860           3720            621           4807           1119           1811
   3           2060           6204           1817           4023            406           3334           1031           1327
   3           2677           9349           5733           5161            959           5052           1465           1603
   3           1281           8102           3468           3827            543           2238           1052           1381
   3           2361           8987           3425           3685            633           5412           1172           1439
   3           1613           8844           4331           2749            540           4650            997           1112
   3           1744           7082           4359           3478            505           4373            863            808
   3            764           4914           3068           2938            482           2326            869           1330
   3           3809           8851           4605           5597            894           4939           1595           1752
   3           2928           8719           4153           3095            829           5321           1578           1128
   3           3509           9618           5271           5619            824           9151           1676           1205
   3           1840           6267           1579           2217            455           4945            875            518
   3           3652           9344           4907           6502           1155           6442           1949           1760
   3           4271           9483           4904           7948            948           8156           2030           1954
   3           1962           6826           2505           1170            468           4545            682            799
   3           1272           5635           2353           2544            326           5158            661           1120
   3           2334           7552           2514           2623            552           4459           1022            962
   3           2443           8417           3115           3601            728           9021           1135           2026
   3           2152           8964           5808           3709            843           6281           1230           1348
   3           3009           7516           4032           4689            688           5547           1048           2779
   3           1750           7346           1698           1965            573           5846            776           1208
   3           2245           8654           3669           3120            708           5834           1021           1570
   3           2800           8316           3687           4591            680           3433            989           1494
   3           4306           8946           5292           4267           1108           2719           1541           1192
   3           2958           8143           4517           5045            710           5130           1248           1189
   3           2335           8814           6558           6210            652           5260           1786           1212
   3           2535           8281           4487           3988            537           5614           1005           1972
   3           2108           8481           4312           3901            748           1815           1548            512
   3           1423           8069           4517           2902            634            830            926            190
   3           3625           9594           5732           7302            981           6024           1505           1195
   3           3761           9811           4872           5480            814           6398           1500           1945
   3           3710           9433           4680           4766            824           4196           1323           1851
   3           2538           8863           4940           4119            761           3308           1360           1005
   3           2309           6307           3512           1996            537           4707            601            412
   3            946           5172           3916           3517            573           6702            862            816
   3           2947           8964           7828           4371            763           2354           1206           1260
   3           2107           8423           4334           4379            752           3174           1067           1687
   3            695           9468           2841           4266            366           9783            856            225
   3           1242           8870           3235            866            432           1983           1112            950
   3           2847           9222           4516           2980            647           9295           1412           1671
   3           1508           8902           3362           3619            755           1366            922           1803
   3           2013           7667           3422           4398            480           9142           1600           1053
   3           2594           9665           4740           3733            691           2927           1234            942
   3           1197           6927           2669            375            262           6356            420           1259
   3           1003           6285           1703           1323            325           3581            490            335
   3           7225           9478           5217           6019            839           4760           1597           1366
   3           2094           8856           5016           4556            727           5423           1480           1364
   3           2276           8075           4854           4294            676           4418           1399           1208
   3           2679           9081           6817           3831            533           9909           1115           1385
   3           2136           9250           5195           4469            778           4687           1403           1327
   3           1390           7022           3099           1985            357           8993            683            769
   3           7265           9213           5808           4080            830           5442           1370           2412
   3           2007           8034           3932           3422            564           4778            990           1182
   3           2819           7675           3676           4029            552           3537            991           1447
   3           5483           9558           5207           9796            861           6808           1739           2339
   3           3520           8626           4812           2936            780           2540           1297           1166
   3           3949           9422           4484           3881            819           9413           1586           1399
   3           6249           9934           7101           5099            956           9806           2779           2412
   3           3833           9751           6549           4906           1065           3967           1982           2279
   3           2402           9261           3773           3320            756           2936           1250            880
   3           2521           9910           5761           6949            760           9957           1708           1134
   3           2253           8561           3826           4311            561           8128           1306           1090
   3           7986           8529           4915           5115            787           4437           1360           1953
   3           2797           6105           3384           1952            467           6104            643            788
   3           6632           8654           4788           4105            697           7496           1518           1898
   3           1560           7814           3270           1639            544           6659            980            602
   3           2601           9745           5341           8195            749           5864           1574           1816
   3           3221           8921           6735           6072            759           6372           1620           1344
   3           3116           9300           4961           5567            847           6497           2583           2027
   3           1931           8581           2435           2442            522           8872           1194            779
   3           2519           8030           3188           4341            550           8849           1144           1108
   3           3798           8390           4813           4287            870           4622           1226           1234
   3           2543           9646           4406           5031            656           4280           1004           2087
   3           3892           9563           6258           5315           1032           8067           1726           3074
   3            574           8340           3637            707            315           9988            694           1147
   3           3235           9784           4807           5561            782           3347           1394           1135
   3           3603           9786           5147           6752            865           7131           1750            961
   3            699           8676           3299           1040            413           2355            761           1517
   3           3260           9996           4110           7982            806           8789           1772            977
   3           1663           8510           4202           2730            583           6460            821           2762
   3           1513           7825           2068           3485            630           6321            961           1397
   3           3930           9967           5766           5674            833           4562           5788            932
   3           2207           7063           4081           2357            440           9608            943           1155
   3           5592           9770           5135           6700            846           4861           1699           1108
   3           3809           9352           4877           5864            863           4618           1283           1144
   3           1868           6563           3299           3153            568           3511            893            816
   3           3073           9934           4240           5173            601           7866           1505           2417
   3           2268           8672           3392           7158            786           4761           1235           1357
   3           7292           7921           2684           2896            628           5385           1113            921
   3           2064           5954           3725           3179            472           3945            885            810
   3           3201           9543           6336           6071            998           4234           3425           1570
   3           5454           9956           5848           8681           1467           7380           2034           2888
   3           2509           9408           3393           5434            768           4635           1503           2121
   3           7531           8866           5117           5769            810           5774           1529           1439
   3           1840           8732           3643           3091            552           4520            876           2221
   3           2132           8111           5000           4969            499           5903           1244           1940
   3           3616           9379           5090           5381            755           6967           1670           1533
   3           5297           9139           4696           4638            598           5658           1183           1640
   3           1055           8540           3821           3824            681           2380           1003           2346
   3           5864           9839           5363           6968            899           4885           1581           3299
   3           2270           8300           3852           2496            418           5844            829            710
   3           2463           9038           3809           4186            845           3855           1450           1001
   3           3100           8275           3972           2444            587           3057           1023           1376
   3           2384           6508           1854           1565            564           2843            986           1147
   3            356           6924           2676            703            317           9945            714            251
   3           1740           7757           3461           3499            535           5472           1238            922
   3           2995           8741           7672           3568            758           4559           1377            793
   3            902           7720           2098           2417            519           2331            764            566
   3           5335           9220           4916           7452            951           3591           1366           1631
   3           1524           8452           4483           4060            522           7193           1082           1577
   3           3506           9561           5251           5192            820           4028           1404           1767
   3           2500           7239           3976           3812            569           8326           1166           1015
   3           1743           6409           3610           3560            567           3195            843            398
   3           3996           9258           5191           5469            882           3328           1586           2496
   3           1954           7281           4475           3793            592           4035            983           1005
   3           1180           8031           1908           2231            597           1875            752           1053
   3           1901           9282           2911           3325            572           7785           1037           2138
   3           2914           7930           4306           7424            674           6356           1275           1375
   3           2823           8895           3504           2501            794           2764           1289           1507
   3           2682           9685           5048           5623            619           7397           1192           2443
   3           2659           8897           4495           4078            707           5197           1499            509
   3           2282           6657           3379           3287            491           3490            746           1557
   3           1640           7102           3791           3690            778           5959           1022         73.894
   3           2536           8574           5201           5188            787           8698           1534           1723
   3           1854           8020           2176           3726            593           4093            770            734
   3           3442           9122           2904           3366            857           3466           1379           1616
   3           4044           9368           4868           9989            852           5864           1670           1983
   3           3334           9788           6497           3939            833           6958           1509           1211
   3           2814           9420           4774           6570            791           3288           1286            917
   3           1400           8584           2806           2074            437           5190            854           1261
   3           2876           8908           4183           5969            864           1484           1857            254
   3           7175           9951           4957           5893            842           4933           1597            678
   3           2230           8681           3859           7664            775           9969           1070            789
   3           2662           7135           2473           5118            620           2239           1279           1328
   3           2707           8617           4850           5031            708           5476           1516           2186
   3           2678           8924           3921           4304            707           8121           1271           2347
   3           1559           8169           4983           7760            488           8160           1794           1533
   3           3202           9039           4570           4431            845           2373           1018           1739
   3           2512           8380           4402           5476            610           8984           1406           1654
   3           2149           8144           2793           2436            712           5764           1263           1840
   3           2988           8264           7664           3437            737           4573           1378           1103
   3           2753           8765           8913           6503            758           5877           1510            829
   3           3732           9899           5617           5218            840           6608           1674           2817
   3           2446           9140           5369           3351           1058           8567           3057           2429
   3           2601           7813           2790           2530            531           5525            801            935
   3           3644           9201           5076           9430            855           4923           2166           1658
   3           2903           8604           4768           3070            633           1976           1342            450
   3            809           4113           2758           1876            311           5594            550           1302
   3           3949           9615           5360           7056           1341           6808           4755           2071
   3           2671           8862           3871           4116            757           4453            945           2609
   3           1231           6524           2633            893            328           3666            459            203
   3           2284           8340           3572           4049            628           9936            903           1933
   3           3038           9246           8279           5807            817           8909           1764           1517
   3           2947           8595           2250           1354            683           5476            949           1585
   3           1383           8221           5538           3917            456           9361           1038           1801
   3            929           4727            894            680            393           3036            598            614
   3            367           8849           3282           1595            350           3381            847           1325
   3           2978           9444           5053           4194            695           9642           1208           2613
   3           3271           8998           7202           3482            745           4732           1066           1897
   3            988           7680           3652           2396            526           8152           1306            703
   3           2216           8553           3784           3899            577           6503           1078            105
   3           1479           7450           6155           3169            529           2869            842           1777
   3           6826           9022           3928           4843            681           7306           1217           1300
   3           2350           8514           4190           2451            884           4187           1105           1794
   3           1562           8278           3678           2888            674           4227           1291           1189
   3           2049           7495           3500           1123            511           4503            741           1344
   3           2903           8963           4972           3779            940           3053           1863           1344
   3            384           8862           2619           2142            623            330            552           1785
   3           3222           9701           6937           5967            825           8387           4245           2515
   3           3321           8741           4796           9486            719           9360           1320           1420
   3           1877           8754           3162           3537            607           1826           1136            774
   3           2652           9590           6035           5855            996           2883           1843           2067
   3           2039           8936           4651           5422            672           3571           1202           2177
   3           3028           9173           4357           4291            683           5079           1185           1111
   3           1937           7230           2527           2619            529           4501            670           1177
   3           1057           7145           5287           1882            502           6364           1084            425
   3           5819           9417           5765           5983            859           3927           1541            842
   3           3633           9575           4261           6600           1074           2142           1235           2416
   3           1570           8466           3303           5199            618           5875            933           1445
   3           2302           8949           4534           3866            750           5185           6323            380
   3           2652           8887           1613           2631            739           6075            938            924
   3            789           8490           1746           1194            369           5632            602           1374
   3           1347           8043           2311           3439            498           9228            829           1418
   3           4176           9598           3553           5173            691           8407           1067           2128
   3           1942           7495           2506           2287            378           8657            906            680
   3           2727           9364           3258           2912            689           1673           1021           1509
